COMPOUND_ID/survey_committee	survey committee
COMPOUND_ID/government_decision	government decision
COMPOUND_ID/meters_relay	meters relay
COMPOUND_ID/drying_agent	drying agent
COMPOUND_ID/tinned_meat	tinned meat
COMPOUND_ID/behavior_modification	behavior modification
COMPOUND_ID/telephone_industry	telephone industry
COMPOUND_ID/profit_warning	profit warning
COMPOUND_ID/budget_estimate	budget estimate
COMPOUND_ID/trigger_mechanism	trigger mechanism
COMPOUND_ID/price_change	price change
COMPOUND_ID/arc_lamp	arc lamp
COMPOUND_ID/banking_center	banking center
COMPOUND_ID/disaster_relief	disaster relief
COMPOUND_ID/anticipation_note	anticipation note
COMPOUND_ID/wheat_grower	wheat grower
COMPOUND_ID/equipment_group	equipment group
COMPOUND_ID/rookie_quarterback	rookie quarterback
COMPOUND_ID/relief_valve	relief valve
COMPOUND_ID/life_raft	life raft
COMPOUND_ID/connecting_room	connecting room
COMPOUND_ID/state_water	state water
COMPOUND_ID/thrift_shop	thrift shop
COMPOUND_ID/blasting_cap	blasting cap
COMPOUND_ID/investment_budget	investment budget
COMPOUND_ID/batting_average	batting average
COMPOUND_ID/cigar_cutter	cigar cutter
COMPOUND_ID/salt_shaker	salt shaker
COMPOUND_ID/swamp_cypress	swamp cypress
COMPOUND_ID/ash_blonde	ash blonde
COMPOUND_ID/table_mat	table mat
COMPOUND_ID/horse_racing	horse racing
COMPOUND_ID/desegregation_order	desegregation order
COMPOUND_ID/jungle_area	jungle area
COMPOUND_ID/hog_producer	hog producer
COMPOUND_ID/playing_style	playing style
COMPOUND_ID/sprint_car	sprint car
COMPOUND_ID/system_reform	system reform
COMPOUND_ID/character_trait	character trait
COMPOUND_ID/reciprocating_saw	reciprocating saw
COMPOUND_ID/arson_fire	arson fire
COMPOUND_ID/boxing_match	boxing match
COMPOUND_ID/government_move	government move
COMPOUND_ID/stretcher_party	stretcher party
COMPOUND_ID/quarter_rose	quarter rose
COMPOUND_ID/faculty_meeting	faculty meeting
COMPOUND_ID/stock_ticker	stock ticker
COMPOUND_ID/portrait_painter	portrait painter
COMPOUND_ID/core_earnings	core earnings
COMPOUND_ID/smuggling_activity	smuggling activity
COMPOUND_ID/candy_cane	candy cane
COMPOUND_ID/winter_meeting	winter meeting
COMPOUND_ID/sex_shop	sex shop
COMPOUND_ID/calcium_hypochlorite	calcium hypochlorite
COMPOUND_ID/government_response	government response
COMPOUND_ID/theater_stage	theater stage
COMPOUND_ID/craft_union	craft union
COMPOUND_ID/property_settlement	property settlement
COMPOUND_ID/cheese_sandwich	cheese sandwich
COMPOUND_ID/day_labor	day labor
COMPOUND_ID/sodium_carbonate	sodium carbonate
COMPOUND_ID/eradication_program	eradication program
COMPOUND_ID/stationery_store	stationery store
COMPOUND_ID/screening_program	screening program
COMPOUND_ID/client_confidence	client confidence
COMPOUND_ID/management_cost	management cost
COMPOUND_ID/market_garden	market garden
COMPOUND_ID/crack_shot	crack shot
COMPOUND_ID/magazine_advertisement	magazine advertisement
COMPOUND_ID/body_blow	body blow
COMPOUND_ID/tumor_cell	tumor cell
COMPOUND_ID/stage_door	stage door
COMPOUND_ID/labor_resources	labor resources
COMPOUND_ID/disposal_plant	disposal plant
COMPOUND_ID/manufacturing_operation	manufacturing operation
COMPOUND_ID/city_attorney	city attorney
COMPOUND_ID/lead_level	lead level
COMPOUND_ID/gas_bomb	gas bomb
COMPOUND_ID/military_official	military official
COMPOUND_ID/ammonia_water	ammonia water
COMPOUND_ID/domino_effect	domino effect
COMPOUND_ID/ground_attack	ground attack
COMPOUND_ID/hand_gesture	hand gesture
COMPOUND_ID/steel_cable	steel cable
COMPOUND_ID/pest_control	pest control
COMPOUND_ID/trust_company	trust company
COMPOUND_ID/tract_house	tract house
COMPOUND_ID/telecom_system	telecom system
COMPOUND_ID/fuel_supply	fuel supply
COMPOUND_ID/safety_feature	safety feature
COMPOUND_ID/construction_activity	construction activity
COMPOUND_ID/debt_swap	debt swap
COMPOUND_ID/press_stud	press stud
COMPOUND_ID/graphics_program	graphics program
COMPOUND_ID/replay_official	replay official
COMPOUND_ID/group_turnover	group turnover
COMPOUND_ID/army_captain	army captain
COMPOUND_ID/auditor_report	auditor report
COMPOUND_ID/water_facility	water facility
COMPOUND_ID/dock_worker	dock worker
COMPOUND_ID/home_product	home product
COMPOUND_ID/banking_network	banking network
COMPOUND_ID/office_bearer	office bearer
COMPOUND_ID/retail_activity	retail activity
COMPOUND_ID/beef_price	beef price
COMPOUND_ID/coaxial_cable	coaxial cable
COMPOUND_ID/queen_regent	queen regent
COMPOUND_ID/fishing_net	fishing net
COMPOUND_ID/dressing_station	dressing station
COMPOUND_ID/clock_speed	clock speed
COMPOUND_ID/benefit_concert	benefit concert
COMPOUND_ID/loan_demand	loan demand
COMPOUND_ID/home_study	home study
COMPOUND_ID/salary_level	salary level
COMPOUND_ID/aid_program	aid program
COMPOUND_ID/lighthouse_keeper	lighthouse keeper
COMPOUND_ID/growth_stock	growth stock
COMPOUND_ID/state_bank	state bank
COMPOUND_ID/object_code	object code
COMPOUND_ID/laser_application	laser application
COMPOUND_ID/type_specimen	type specimen
COMPOUND_ID/railroad_bridge	railroad bridge
COMPOUND_ID/kick_start	kick start
COMPOUND_ID/market_condition	market condition
COMPOUND_ID/rail_splitter	rail splitter
COMPOUND_ID/swap_deal	swap deal
COMPOUND_ID/parliament_delegation	parliament delegation
COMPOUND_ID/drug_control	drug control
COMPOUND_ID/career_prosecutor	career prosecutor
COMPOUND_ID/phase_modulation	phase modulation
COMPOUND_ID/voter_registration	voter registration
COMPOUND_ID/yard_score	yard score
COMPOUND_ID/kidney_problem	kidney problem
COMPOUND_ID/bean_counter	bean counter
COMPOUND_ID/mortality_table	mortality table
COMPOUND_ID/pole_bean	pole bean
COMPOUND_ID/soil_moisture	soil moisture
COMPOUND_ID/plant_fibre	plant fibre
COMPOUND_ID/crack_cocaine	crack cocaine
COMPOUND_ID/herring_gull	herring gull
COMPOUND_ID/cartridge_belt	cartridge belt
COMPOUND_ID/stored_program	stored program
COMPOUND_ID/dog_owner	dog owner
COMPOUND_ID/wind_sock	wind sock
COMPOUND_ID/condemnation_proceeding	condemnation proceeding
COMPOUND_ID/bumper_guard	bumper guard
COMPOUND_ID/impeachment_vote	impeachment vote
COMPOUND_ID/combat_jet	combat jet
COMPOUND_ID/office_construction	office construction
COMPOUND_ID/production_figure	production figure
COMPOUND_ID/class_struggle	class struggle
COMPOUND_ID/gambling_casino	gambling casino
COMPOUND_ID/custom_built	custom built
COMPOUND_ID/creation_science	creation science
COMPOUND_ID/cable_system	cable system
COMPOUND_ID/day_sale	day sale
COMPOUND_ID/series_victory	series victory
COMPOUND_ID/conditioning_program	conditioning program
COMPOUND_ID/house_sparrow	house sparrow
COMPOUND_ID/duty_assignment	duty assignment
COMPOUND_ID/wealth_creation	wealth creation
COMPOUND_ID/cost_index	cost index
COMPOUND_ID/finger_spelling	finger spelling
COMPOUND_ID/death_throes	death throes
COMPOUND_ID/settlement_process	settlement process
COMPOUND_ID/budget_policy	budget policy
COMPOUND_ID/puppet_play	puppet play
COMPOUND_ID/trade_reform	trade reform
COMPOUND_ID/car_chase	car chase
COMPOUND_ID/construction_quality	construction quality
COMPOUND_ID/retail_site	retail site
COMPOUND_ID/plant_variety	plant variety
COMPOUND_ID/tiger_cub	tiger cub
COMPOUND_ID/residency_program	residency program
COMPOUND_ID/forecast_map	forecast map
COMPOUND_ID/army_general	army general
COMPOUND_ID/telephone_poll	telephone poll
COMPOUND_ID/sonar_equipment	sonar equipment
COMPOUND_ID/country_people	country people
COMPOUND_ID/flagship_store	flagship store
COMPOUND_ID/radio_beam	radio beam
COMPOUND_ID/spotted_owl	spotted owl
COMPOUND_ID/cutoff_date	cutoff date
COMPOUND_ID/trading_company	trading company
COMPOUND_ID/steroid_hormone	steroid hormone
COMPOUND_ID/missile_warhead	missile warhead
COMPOUND_ID/ultraviolet_spectrum	ultraviolet spectrum
COMPOUND_ID/cherry_tree	cherry tree
COMPOUND_ID/alcohol_industry	alcohol industry
COMPOUND_ID/woody_plant	woody plant
COMPOUND_ID/research_institution	research institution
COMPOUND_ID/hamstring_tendon	hamstring tendon
COMPOUND_ID/apartheid_era	apartheid era
COMPOUND_ID/land_speculation	land speculation
COMPOUND_ID/cartridge_paper	cartridge paper
COMPOUND_ID/trade_surplus	trade surplus
COMPOUND_ID/jazz_pianist	jazz pianist
COMPOUND_ID/boy_team	boy team
COMPOUND_ID/stage_direction	stage direction
COMPOUND_ID/life_expectancy	life expectancy
COMPOUND_ID/poison_gas	poison gas
COMPOUND_ID/art_dealer	art dealer
COMPOUND_ID/massage_chair	massage chair
COMPOUND_ID/palm_tree	palm tree
COMPOUND_ID/recycling_company	recycling company
COMPOUND_ID/procurement_system	procurement system
COMPOUND_ID/shock_wave	shock wave
COMPOUND_ID/grade_school	grade school
COMPOUND_ID/oil_import	oil import
COMPOUND_ID/gasoline_bomb	gasoline bomb
COMPOUND_ID/draft_regulation	draft regulation
COMPOUND_ID/security_measure	security measure
COMPOUND_ID/sky_wave	sky wave
COMPOUND_ID/seat_cushion	seat cushion
COMPOUND_ID/love_triangle	love triangle
COMPOUND_ID/cattle_market	cattle market
COMPOUND_ID/paper_document	paper document
COMPOUND_ID/age_limit	age limit
COMPOUND_ID/spot_price	spot price
COMPOUND_ID/inflation_measure	inflation measure
COMPOUND_ID/help_desk	help desk
COMPOUND_ID/immigrant_group	immigrant group
COMPOUND_ID/muscle_fiber	muscle fiber
COMPOUND_ID/month_delay	month delay
COMPOUND_ID/relapsing_fever	relapsing fever
COMPOUND_ID/trolley_coach	trolley coach
COMPOUND_ID/polo_pony	polo pony
COMPOUND_ID/computer_technology	computer technology
COMPOUND_ID/party_planner	party planner
COMPOUND_ID/bowling_ball	bowling ball
COMPOUND_ID/household_rating	household rating
COMPOUND_ID/torture_chamber	torture chamber
COMPOUND_ID/population_count	population count
COMPOUND_ID/wrecking_crew	wrecking crew
COMPOUND_ID/goods_group	goods group
COMPOUND_ID/drip_coffee	drip coffee
COMPOUND_ID/hour_limit	hour limit
COMPOUND_ID/security_institution	security institution
COMPOUND_ID/core_professional	core professional
COMPOUND_ID/police_van	police van
COMPOUND_ID/government_measure	government measure
COMPOUND_ID/mine_field	mine field
COMPOUND_ID/cash_outflow	cash outflow
COMPOUND_ID/service_ceiling	service ceiling
COMPOUND_ID/inspection_station	inspection station
COMPOUND_ID/government_newspaper	government newspaper
COMPOUND_ID/rallying_cry	rallying cry
COMPOUND_ID/fashion_director	fashion director
COMPOUND_ID/mass_appeal	mass appeal
COMPOUND_ID/youth_conservation	youth conservation
COMPOUND_ID/police_director	police director
COMPOUND_ID/guard_member	guard member
COMPOUND_ID/credit_cooperative	credit cooperative
COMPOUND_ID/cookery_book	cookery book
COMPOUND_ID/steel_rod	steel rod
COMPOUND_ID/laurel_tree	laurel tree
COMPOUND_ID/background_signal	background signal
COMPOUND_ID/jail_inmate	jail inmate
COMPOUND_ID/sports_world	sports world
COMPOUND_ID/coin_flip	coin flip
COMPOUND_ID/safety_campaign	safety campaign
COMPOUND_ID/shrimp_fish	shrimp fish
COMPOUND_ID/law_society	law society
COMPOUND_ID/goods_sector	goods sector
COMPOUND_ID/broadcast_rights	broadcast rights
COMPOUND_ID/magnesium_oxide	magnesium oxide
COMPOUND_ID/chat_show	chat show
COMPOUND_ID/police_barrier	police barrier
COMPOUND_ID/cash_donation	cash donation
COMPOUND_ID/information_manager	information manager
COMPOUND_ID/food_protection	food protection
COMPOUND_ID/math_teacher	math teacher
COMPOUND_ID/printing_industry	printing industry
COMPOUND_ID/rescue_unit	rescue unit
COMPOUND_ID/panel_member	panel member
COMPOUND_ID/calf_muscle	calf muscle
COMPOUND_ID/transmission_equipment	transmission equipment
COMPOUND_ID/sugar_candy	sugar candy
COMPOUND_ID/core_sampling	core sampling
COMPOUND_ID/conference_member	conference member
COMPOUND_ID/poison_oak	poison oak
COMPOUND_ID/shell_corporation	shell corporation
COMPOUND_ID/policy_decision	policy decision
COMPOUND_ID/discount_outlet	discount outlet
COMPOUND_ID/moon_landing	moon landing
COMPOUND_ID/army_post	army post
COMPOUND_ID/redemption_date	redemption date
COMPOUND_ID/information_gap	information gap
COMPOUND_ID/year_span	year span
COMPOUND_ID/trading_unit	trading unit
COMPOUND_ID/probate_will	probate will
COMPOUND_ID/lending_institution	lending institution
COMPOUND_ID/troop_reduction	troop reduction
COMPOUND_ID/development_proposal	development proposal
COMPOUND_ID/pass_defense	pass defense
COMPOUND_ID/rocket_launcher	rocket launcher
COMPOUND_ID/breaststroke_final	breaststroke final
COMPOUND_ID/publication_note	publication note
COMPOUND_ID/kitchen_sink	kitchen sink
COMPOUND_ID/liquor_license	liquor license
COMPOUND_ID/price_trend	price trend
COMPOUND_ID/trade_figure	trade figure
COMPOUND_ID/book_deal	book deal
COMPOUND_ID/dam_project	dam project
COMPOUND_ID/gill_slit	gill slit
COMPOUND_ID/school_examination	school examination
COMPOUND_ID/withholding_tax	withholding tax
COMPOUND_ID/hurricane_center	hurricane center
COMPOUND_ID/state_engineer	state engineer
COMPOUND_ID/vested_interest	vested interest
COMPOUND_ID/nerve_fiber	nerve fiber
COMPOUND_ID/wove_paper	wove paper
COMPOUND_ID/folk_poet	folk poet
COMPOUND_ID/lever_lock	lever lock
COMPOUND_ID/product_marketing	product marketing
COMPOUND_ID/worker_claim	worker claim
COMPOUND_ID/packaging_material	packaging material
COMPOUND_ID/fur_seal	fur seal
COMPOUND_ID/computer_station	computer station
COMPOUND_ID/pipeline_explosion	pipeline explosion
COMPOUND_ID/state_enterprise	state enterprise
COMPOUND_ID/maintenance_check	maintenance check
COMPOUND_ID/time_series	time series
COMPOUND_ID/asbestos_litigation	asbestos litigation
COMPOUND_ID/licensing_fee	licensing fee
COMPOUND_ID/dollar_sign	dollar sign
COMPOUND_ID/betel_nut	betel nut
COMPOUND_ID/insurance_division	insurance division
COMPOUND_ID/management_operation	management operation
COMPOUND_ID/elevator_car	elevator car
COMPOUND_ID/contact_page	contact page
COMPOUND_ID/compensation_program	compensation program
COMPOUND_ID/selenium_cell	selenium cell
COMPOUND_ID/guide_dog	guide dog
COMPOUND_ID/tablespoons_water	tablespoons water
COMPOUND_ID/party_leader	party leader
COMPOUND_ID/publishing_consultant	publishing consultant
COMPOUND_ID/consignment_note	consignment note
COMPOUND_ID/greenhouse_emission	greenhouse emission
COMPOUND_ID/bank_group	bank group
COMPOUND_ID/traffic_fatality	traffic fatality
COMPOUND_ID/industry_estimate	industry estimate
COMPOUND_ID/field_cricket	field cricket
COMPOUND_ID/cantus_firmus	cantus firmus
COMPOUND_ID/soccer_championship	soccer championship
COMPOUND_ID/video_system	video system
COMPOUND_ID/killer_pass	killer pass
COMPOUND_ID/milk_vetch	milk vetch
COMPOUND_ID/student_population	student population
COMPOUND_ID/watch_chain	watch chain
COMPOUND_ID/aid_package	aid package
COMPOUND_ID/movie_musical	movie musical
COMPOUND_ID/arms_trade	arms trade
COMPOUND_ID/month_strike	month strike
COMPOUND_ID/investment_restriction	investment restriction
COMPOUND_ID/hoof_mark	hoof mark
COMPOUND_ID/collard_greens	collard greens
COMPOUND_ID/horse_sense	horse sense
COMPOUND_ID/policy_document	policy document
COMPOUND_ID/windshield_wiper	windshield wiper
COMPOUND_ID/disc_harrow	disc harrow
COMPOUND_ID/bond_price	bond price
COMPOUND_ID/bread_maker	bread maker
COMPOUND_ID/engine_failure	engine failure
COMPOUND_ID/investment_consultant	investment consultant
COMPOUND_ID/bomb_factory	bomb factory
COMPOUND_ID/group_home	group home
COMPOUND_ID/business_address	business address
COMPOUND_ID/air_horn	air horn
COMPOUND_ID/music_school	music school
COMPOUND_ID/auction_process	auction process
COMPOUND_ID/rice_rat	rice rat
COMPOUND_ID/ceiling_price	ceiling price
COMPOUND_ID/game_fowl	game fowl
COMPOUND_ID/minute_span	minute span
COMPOUND_ID/pharmaceutical_sector	pharmaceutical sector
COMPOUND_ID/settlement_house	settlement house
COMPOUND_ID/mail_carrier	mail carrier
COMPOUND_ID/power_play	power play
COMPOUND_ID/gold_trader	gold trader
COMPOUND_ID/application_software	application software
COMPOUND_ID/figure_skater	figure skater
COMPOUND_ID/making_water	making water
COMPOUND_ID/tobacco_manufacturer	tobacco manufacturer
COMPOUND_ID/nerve_entrapment	nerve entrapment
COMPOUND_ID/election_worker	election worker
COMPOUND_ID/pitching_staff	pitching staff
COMPOUND_ID/police_patrol	police patrol
COMPOUND_ID/lobster_pot	lobster pot
COMPOUND_ID/stock_value	stock value
COMPOUND_ID/fish_fillet	fish fillet
COMPOUND_ID/gas_oven	gas oven
COMPOUND_ID/food_market	food market
COMPOUND_ID/family_reunion	family reunion
COMPOUND_ID/garage_sale	garage sale
COMPOUND_ID/approval_process	approval process
COMPOUND_ID/level_crossing	level crossing
COMPOUND_ID/fatigue_syndrome	fatigue syndrome
COMPOUND_ID/government_committee	government committee
COMPOUND_ID/chemical_plant	chemical plant
COMPOUND_ID/film_editing	film editing
COMPOUND_ID/speaker_identification	speaker identification
COMPOUND_ID/yard_sale	yard sale
COMPOUND_ID/table_manner	table manner
COMPOUND_ID/auto_changer	auto changer
COMPOUND_ID/watering_hole	watering hole
COMPOUND_ID/catchment_area	catchment area
COMPOUND_ID/waste_matter	waste matter
COMPOUND_ID/delay_line	delay line
COMPOUND_ID/dinner_jacket	dinner jacket
COMPOUND_ID/fashion_consultant	fashion consultant
COMPOUND_ID/acquired_immunity	acquired immunity
COMPOUND_ID/aluminum_company	aluminum company
COMPOUND_ID/screen_resolution	screen resolution
COMPOUND_ID/debt_talk	debt talk
COMPOUND_ID/card_system	card system
COMPOUND_ID/swimsuit_issue	swimsuit issue
COMPOUND_ID/day_period	day period
COMPOUND_ID/football_club	football club
COMPOUND_ID/police_corps	police corps
COMPOUND_ID/check_bit	check bit
COMPOUND_ID/computer_price	computer price
COMPOUND_ID/foot_ceiling	foot ceiling
COMPOUND_ID/osteogenesis_imperfecta	osteogenesis imperfecta
COMPOUND_ID/navy_report	navy report
COMPOUND_ID/philosophy_department	philosophy department
COMPOUND_ID/computer_clock	computer clock
COMPOUND_ID/clog_dancer	clog dancer
COMPOUND_ID/boa_constrictor	boa constrictor
COMPOUND_ID/art_work	art work
COMPOUND_ID/security_trade	security trade
COMPOUND_ID/accounting_problem	accounting problem
COMPOUND_ID/music_historian	music historian
COMPOUND_ID/palatine_bone	palatine bone
COMPOUND_ID/sports_official	sports official
COMPOUND_ID/insurance_rate	insurance rate
COMPOUND_ID/drill_site	drill site
COMPOUND_ID/wood_stork	wood stork
COMPOUND_ID/sporting_good	sporting good
COMPOUND_ID/law_lord	law lord
COMPOUND_ID/ground_effect	ground effect
COMPOUND_ID/evening_clothes	evening clothes
COMPOUND_ID/party_people	party people
COMPOUND_ID/crash_programme	crash programme
